-1.970497369766235352e-01,2.354931551963090897e-03,1.579020768404006958e-01,-5.633112788200378418e-02,-8.227492868900299072e-02,-1.564614474773406982e-02,-1.595782041549682617e-01,1.755918413400650024e-01,-6.630931980907917023e-03,-1.640008836984634399e-01,-1.763953268527984619e-01,1.083785668015480042e-01,3.635200671851634979e-03,1.568014621734619141e-01,-1.466954797506332397e-01,-8.774983137845993042e-02,-6.896873470395803452e-03,1.983598023653030396e-01,1.027627438306808472e-01,3.826764971017837524e-02,1.066881492733955383e-01,-2.889589369297027588e-01,-1.079917699098587036e-01,9.194207191467285156e-02,-3.997299447655677795e-02,1.026232838630676270e-01,-9.692870825529098511e-02,-1.844354420900344849e-01,-7.669175416231155396e-02,-7.346560060977935791e-02,1.423934698104858398e-01,-3.207594156265258789e-02
-1.847136914730072021e-01,1.759084127843379974e-02,-4.436343163251876831e-02,2.298091351985931396e-01,-1.041170507669448853e-01,-2.506466507911682129e-01,1.313495188951492310e-01,3.149409294128417969e-01,4.167802259325981140e-02,-1.848981231451034546e-01,-1.468264013528823853e-01,-1.376272290945053101e-01,-4.093089699745178223e-02,2.908769529312849045e-03,2.076771408319473267e-01,-1.651244163513183594e-01,-2.700902707874774933e-02,2.488109841942787170e-02,-2.885551378130912781e-02,-2.172160446643829346e-01,-1.790153235197067261e-01,1.038544997572898865e-02,-4.797563329339027405e-02,-2.043802887201309204e-01,4.015987515449523926e-01,-1.522790491580963135e-01,1.753584295511245728e-01,-2.358433306217193604e-01,-2.200330793857574463e-01,6.699807941913604736e-02,-1.783813536167144775e-01,-2.766366815194487572e-03
1.968462318181991577e-01,-5.026234313845634460e-02,1.928703933954238892e-01,-5.532732605934143066e-02,-1.607167348265647888e-02,2.002428770065307617e-01,1.422947198152542114e-01,5.965835880488157272e-03,1.169399470090866089e-01,-2.179099619388580322e-01,2.439965009689331055e-01,-3.470346629619598389e-01,1.932594478130340576e-01,5.308170244097709656e-02,8.172390609979629517e-02,3.158639371395111084e-01,-3.365698456764221191e-01,-1.473802234977483749e-02,-1.604076176881790161e-01,-1.570427268743515015e-01,8.286444097757339478e-02,-1.701031774282455444e-01,1.420131474733352661e-01,1.451535709202289581e-02,-5.493551492691040039e-02,2.904394567012786865e-01,-3.038064539432525635e-01,1.738964021205902100e-01,5.747168511152267456e-02,2.808899879455566406e-01,2.028715610504150391e-01,-1.703432500362396240e-01
7.840116322040557861e-02,-2.475742548704147339e-01,-1.435039341449737549e-01,1.154400035738945007e-01,2.431639283895492554e-01,8.628771454095840454e-02,-6.453528255224227905e-02,4.207858070731163025e-02,-2.002061307430267334e-01,-1.658698320388793945e-01,-8.367656171321868896e-02,-9.670127183198928833e-02,-1.649879962205886841e-01,7.276757061481475830e-02,-2.696127593517303467e-01,1.302268058061599731e-01,1.684793643653392792e-02,1.542509943246841431e-01,9.930382668972015381e-02,-1.673457026481628418e-01,-8.512605726718902588e-02,-1.329709738492965698e-01,5.511559173464775085e-02,-6.860777735710144043e-02,-1.637669354677200317e-01,1.142556220293045044e-02,-6.855334341526031494e-02,-1.204233765602111816e-01,-6.001344323158264160e-02,1.630087383091449738e-02,2.126704603433609009e-01,-1.161763723939657211e-02
-1.634462922811508179e-01,-1.754089295864105225e-01,-8.984261751174926758e-02,1.440353691577911377e-01,8.562624454498291016e-03,3.364477455615997314e-01,-9.943068958818912506e-03,-9.967294335365295410e-02,2.366527765989303589e-01,-1.141950190067291260e-01,4.113976657390594482e-01,-1.272131204605102539e-01,1.957317441701889038e-01,2.812188267707824707e-01,1.842528134584426880e-01,9.985664486885070801e-02,-1.779110133647918701e-01,-3.551016151905059814e-01,-1.982181966304779053e-01,1.735834032297134399e-01,-2.792974412441253662e-01,5.825670436024665833e-02,2.000140845775604248e-01,-2.912819385528564453e-01,-2.716484069824218750e-01,9.234293550252914429e-02,-3.617910742759704590e-01,2.816957235336303711e-01,-5.446577817201614380e-02,4.242972135543823242e-01,-1.760732978582382202e-01,-3.933707773685455322e-01
1.368147693574428558e-02,-3.629640117287635803e-02,2.491330057382583618e-01,-1.423146426677703857e-01,1.175124198198318481e-01,-5.881955027580261230e-01,-3.380178511142730713e-01,1.383831948041915894e-01,-1.823325306177139282e-01,-2.627465426921844482e-01,-1.066909059882164001e-01,4.923256039619445801e-01,-1.868351697921752930e-01,-1.362092979252338409e-02,-1.611825972795486450e-01,-1.875184476375579834e-01,3.702131211757659912e-01,1.095829978585243225e-01,3.810414671897888184e-01,-1.851842254400253296e-01,-1.366876065731048584e-01,1.899332851171493530e-01,7.262122631072998047e-02,2.024816125631332397e-01,5.897043943405151367e-01,-1.142205074429512024e-01,-1.956633776426315308e-01,-3.600045442581176758e-01,2.257400900125503540e-01,-6.213279068470001221e-02,7.819893211126327515e-02,2.398316860198974609e-01
-1.001519039273262024e-01,1.039599329233169556e-01,-2.605687975883483887e-01,4.333319142460823059e-02,3.228790685534477234e-02,-2.292479155585169792e-03,2.156609743833541870e-01,-1.415859758853912354e-01,-1.655671298503875732e-01,3.468225896358489990e-02,2.240969687700271606e-01,8.909488469362258911e-02,1.191384866833686829e-01,1.392469182610511780e-02,-7.870764285326004028e-02,-3.053844720125198364e-02,-3.175005912780761719e-01,8.656434714794158936e-02,-2.066757082939147949e-01,-6.409916281700134277e-02,-2.781071364879608154e-01,-1.730512082576751709e-01,5.703707784414291382e-02,-2.957588732242584229e-01,1.304675191640853882e-01,2.077122032642364502e-02,-9.809754788875579834e-03,-1.811210215091705322e-01,-1.823831945657730103e-01,9.187471866607666016e-02,2.455486059188842773e-01,-1.798889040946960449e-01
-1.647606939077377319e-01,-2.254999130964279175e-01,-7.412219792604446411e-02,-1.696537435054779053e-01,-2.377707511186599731e-01,-1.588603667914867401e-02,-2.008309811353683472e-01,-8.158704638481140137e-02,1.037688478827476501e-01,2.045087665319442749e-01,-8.313897252082824707e-02,-2.112951129674911499e-01,-1.586045920848846436e-01,-1.471863687038421631e-01,-9.930826723575592041e-02,-5.191705003380775452e-02,-7.646555453538894653e-02,9.060487896203994751e-02,9.793658554553985596e-02,-1.046232506632804871e-01,-1.272049397230148315e-01,6.383898854255676270e-02,-1.712727844715118408e-01,-5.965327844023704529e-02,1.448968946933746338e-01,-1.966501623392105103e-01,3.199945688247680664e-01,1.405323445796966553e-01,8.164991438388824463e-02,-2.657840847969055176e-01,-1.826141402125358582e-02,1.173304915428161621e-01
5.213464424014091492e-02,1.246799826622009277e-01,4.265621304512023926e-02,-2.172453999519348145e-01,3.903907909989356995e-02,-3.539156913757324219e-01,2.224070578813552856e-01,1.881289780139923096e-01,4.623537510633468628e-02,1.028379946947097778e-01,1.591654121875762939e-01,-1.754258573055267334e-02,3.213861286640167236e-01,1.735195964574813843e-01,1.290235072374343872e-01,-1.593366861343383789e-01,1.291005462408065796e-01,-1.614533811807632446e-01,-1.701500453054904938e-02,2.112636119127273560e-01,-1.582152396440505981e-01,1.192602515220642090e-01,1.244093105196952820e-01,1.022660508751869202e-01,2.387272268533706665e-01,9.680382162332534790e-02,-2.932467162609100342e-01,-2.085801959037780762e-02,1.428890824317932129e-01,2.093721926212310791e-01,3.759329766035079956e-02,-1.831227838993072510e-01
1.547376513481140137e-01,1.077582091093063354e-01,1.248722970485687256e-01,-1.168383583426475525e-01,-1.651587486267089844e-01,3.300535082817077637e-01,-5.633926391601562500e-02,-3.978027403354644775e-01,2.270414978265762329e-01,2.465828955173492432e-01,6.757289916276931763e-02,-2.723115086555480957e-01,-2.531421482563018799e-01,-7.583516836166381836e-02,-1.694323420524597168e-01,-2.240819931030273438e-01,-1.467770636081695557e-01,-5.021095275878906250e-02,1.395426392555236816e-01,2.606225311756134033e-01,-9.932491183280944824e-02,-2.025708407163619995e-01,-1.219186633825302124e-01,2.508901357650756836e-01,-2.716469466686248779e-01,-2.256934046745300293e-01,7.612699270248413086e-02,1.742014288902282715e-01,1.763447821140289307e-01,1.551682502031326294e-01,4.987221211194992065e-03,-1.475906968116760254e-01
